Year,Company,at,emp,cusip
2013.0,FARMERS CAPITAL BANK CORP,1809.555,0.519,309562106.0
2013.0,FARMERS CAPITAL BANK CORP,1809.555,0.519,309562106.0
2014.0,FARMERS CAPITAL BANK CORP,1782.606,0.51,309562106.0
2014.0,FARMERS CAPITAL BANK CORP,1782.606,0.51,309562106.0
2015.0,FARMERS CAPITAL BANK CORP,1775.95,0.501,309562106.0
2015.0,FARMERS CAPITAL BANK CORP,1775.95,0.501,309562106.0
2016.0,FARMERS CAPITAL BANK CORP,1671.03,0.472,309562106.0
2016.0,FARMERS CAPITAL BANK CORP,1671.03,0.472,309562106.0
2017.0,FARMERS CAPITAL BANK CORP,1673.872,0.426,309562106.0
2017.0,FARMERS CAPITAL BANK CORP,1673.872,0.426,309562106.0
1997.0,FIRST LONG ISLAND CORP,484.674,0.164,320734106.0
1998.0,FIRST LONG ISLAND CORP,547.622,0.164,320734106.0
1998.0,FIRST LONG ISLAND CORP,547.622,0.164,320734106.0
1999.0,FIRST LONG ISLAND CORP,570.551,0.164,320734106.0
1999.0,FIRST LONG ISLAND CORP,570.551,0.164,320734106.0
2000.0,FIRST LONG ISLAND CORP,625.992,0.174,320734106.0
2000.0,FIRST LONG ISLAND CORP,625.992,0.174,320734106.0
2001.0,FIRST LONG ISLAND CORP,684.081,0.187,320734106.0
2001.0,FIRST LONG ISLAND CORP,684.081,0.187,320734106.0
2002.0,FIRST LONG ISLAND CORP,792.342,0.181,320734106.0
2002.0,FIRST LONG ISLAND CORP,792.342,0.181,320734106.0
2003.0,FIRST LONG ISLAND CORP,914.264,0.189,320734106.0
2003.0,FIRST LONG ISLAND CORP,914.264,0.189,320734106.0
2004.0,FIRST LONG ISLAND CORP,917.778,0.189,320734106.0
2004.0,FIRST LONG ISLAND CORP,917.778,0.189,320734106.0
2005.0,FIRST LONG ISLAND CORP,944.156,0.203,320734106.0
2005.0,FIRST LONG ISLAND CORP,944.156,0.203,320734106.0
2006.0,FIRST LONG ISLAND CORP,954.166,0.214,320734106.0
2006.0,FIRST LONG ISLAND CORP,954.166,0.214,320734106.0
2007.0,FIRST LONG ISLAND CORP,1069.019,0.215,320734106.0
2007.0,FIRST LONG ISLAND CORP,1069.019,0.215,320734106.0
2008.0,FIRST LONG ISLAND CORP,1261.609,0.213,320734106.0
2008.0,FIRST LONG ISLAND CORP,1261.609,0.213,320734106.0
2009.0,FIRST LONG ISLAND CORP,1675.169,0.24,320734106.0
2009.0,FIRST LONG ISLAND CORP,1675.169,0.24,320734106.0
2010.0,FIRST LONG ISLAND CORP,1711.023,0.249,320734106.0
2010.0,FIRST LONG ISLAND CORP,1711.023,0.249,320734106.0
2011.0,FIRST LONG ISLAND CORP,2022.407,0.251,320734106.0
2011.0,FIRST LONG ISLAND CORP,2022.407,0.251,320734106.0
2012.0,FIRST LONG ISLAND CORP,2108.29,0.255,320734106.0
2012.0,FIRST LONG ISLAND CORP,2108.29,0.255,320734106.0
2013.0,FIRST LONG ISLAND CORP,2399.892,0.26,320734106.0
2013.0,FIRST LONG ISLAND CORP,2399.892,0.26,320734106.0
2014.0,FIRST LONG ISLAND CORP,2721.494,0.284,320734106.0
2014.0,FIRST LONG ISLAND CORP,2721.494,0.284,320734106.0
2015.0,FIRST LONG ISLAND CORP,3130.343,0.302,320734106.0
2015.0,FIRST LONG ISLAND CORP,3130.343,0.302,320734106.0
2016.0,FIRST LONG ISLAND CORP,3510.32,0.314,320734106.0
2016.0,FIRST LONG ISLAND CORP,3510.32,0.314,320734106.0
2017.0,FIRST LONG ISLAND CORP,3894.708,0.333,320734106.0
2017.0,FIRST LONG ISLAND CORP,3894.708,0.333,320734106.0
2018.0,FIRST LONG ISLAND CORP,4241.06,0.344,320734106.0
2018.0,FIRST LONG ISLAND CORP,4241.06,0.344,320734106.0
2019.0,FIRST LONG ISLAND CORP,4097.843,0.341,320734106.0
2019.0,FIRST LONG ISLAND CORP,4097.843,0.341,320734106.0
2020.0,FIRST LONG ISLAND CORP,4069.141,0.35,320734106.0
2020.0,FIRST LONG ISLAND CORP,4069.141,0.35,320734106.0
2021.0,FIRST LONG ISLAND CORP,4068.789,0.318,320734106.0
2021.0,FIRST LONG ISLAND CORP,4068.789,0.318,320734106.0
2022.0,FIRST LONG ISLAND CORP,4281.511,0.303,320734106.0
2022.0,FIRST LONG ISLAND CORP,4281.511,0.303,320734106.0
2023.0,FIRST LONG ISLAND CORP,4235.9,0.288,320734106.0
2023.0,FIRST LONG ISLAND CORP,4235.9,0.288,320734106.0
